country,iso,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Senegal,SEN,24225.96665453582,24037.417984779728,23903.252197687823,23765.731010119933,23842.15866044753,23784.53204902592,23716.8217297428,23587.003389618814,23426.069283994773,23289.951182697412,23137.03138826715,23010.906581943746,22854.03314377076,22728.786361688068,22779.082920954337,22651.035872131648,22479.02255507973,22264.18977042956,22036.58971058225,21836.02534715132,21787.506545817498,21787.0937552381,21759.52051243558,21778.134096859827,21861.811968405465,21848.32696923189,21752.106457275688,21630.70593032477
Serbia,SRB,26066.632373175915,24433.057100496088,25294.40364216709,25531.144193294793,25649.36362570875,25860.833277223293,25844.6969407694,25856.49449823892,24646.323625938818,24622.514842784374,24541.629886344883,24215.86768117536,24237.45730717713,24273.740047060903,24059.03340059199,24069.368135559642,23574.40692158976,22994.9409069734,22848.268606545666,22710.40837863598,22292.4974977646,22168.161273826292,21978.168825816112,21591.51289551623,21537.524596147738,21502.63440964377,21006.972597196134,20750.45772110896
Seychelles,SYC,23206.78064459488,23358.645577243587,23501.986402000937,23594.592493603446,23590.65990502153,23573.99896544048,23568.02695916466,23548.80103913263,23533.650356403767,23318.776743912724,23192.435176953502,23047.52920759371,22785.61045513392,22580.723343498437,22440.380843710067,22212.07671740556,21929.26108013246,21723.02466364774,21612.74894893692,21558.769893166,21416.097320339977,21275.96635046952,21196.18051506632,21075.597841095492,21041.588415569913,21068.11342406348,21060.029380772172,21025.283292090586
Sierra Leone,SLE,28354.93197778952,28159.4288594958,27852.384325404593,27214.64938893255,26880.206597101507,26766.969813035692,26583.83462617838,26880.657947294152,26865.570590370226,26764.84928482942,26814.681527804296,26926.4331196068,27110.867880313104,27116.764032861574,27200.266376298627,27141.577212434386,27063.5757341277,26958.317344854764,26642.54262753228,26565.743417128157,26594.33343359376,26349.303755294477,26238.102559900755,25922.807902507317,25638.255917368304,25321.21232131514,24967.681191097905,24703.3547819632
Singapore,SGP,18841.37085316169,18313.589128033767,17943.47166865034,17646.356950241337,17498.183284081053,17324.70475203843,16963.403759548677,16523.994612713966,16249.926554897878,15920.017399607055,15518.488296244204,15227.494455500704,14926.349349794364,14443.932349831066,14263.90237336022,14095.082158253335,13810.724036628735,13568.666946248675,13418.099294236774,12999.331612127662,12802.59711801034,12694.196489270646,12536.743043665938,12316.64439858773,12123.80975582172,11977.089709332657,11841.46572536977,11776.155102765522
Slovakia,SVK,25308.402139553025,25017.44804147321,24542.951046523216,23959.19501481834,23431.28025383215,23428.18744226091,22955.848995016888,23245.349646349252,23325.026434965996,23046.559176881354,22651.50654608354,22403.866179940593,22210.23080658779,22077.59234221642,21693.763198059987,21765.25573545728,21544.91183491729,21538.61815481332,21159.743722971427,20848.81254217541,20340.7821441245,20049.638281529224,19729.123556563747,19403.53273832417,19202.28911974175,19310.75988778848,18811.323463329147,18561.370400403768
Slovenia,SVN,21612.36040976347,21857.126311066837,21779.003442283985,21993.77940199557,21534.51961025844,20804.1916116234,20465.56317571091,20335.26249509727,20226.63146446866,19929.0389443856,19496.75707194978,19323.98435912159,19004.537643336473,18979.41931901448,18496.417163993938,17882.323382110128,17641.765592256026,17439.403449832036,17127.345977064677,16786.94751401398,16492.924264767924,16199.658962962209,16115.914691329794,15899.152852391007,15393.732192708325,15473.768095539095,15299.3121812443,15229.85751516856
Solomon Islands,SLB,32457.582774010916,32329.234438486397,32115.620296365345,31907.74098050323,31680.917629485415,31430.743457679113,31252.631582253543,31109.67162694598,31080.210418322426,31028.203631058805,31052.714684097988,31112.3208246163,31181.86295156825,31182.391689636806,31157.08228655966,31138.551224407875,31042.706253941073,30934.117537683815,30760.733129897144,30609.098466551204,30452.43179339593,30268.58584199198,30086.359895906706,29967.526355293227,29846.517504466243,29794.09081990263,29693.63692213895,29563.329261126564
Somalia,SOM,29985.99298236666,30600.467408056134,31287.45743627734,31839.388695090292,32223.158560502703,32441.16810416746,32317.02192679081,32082.455531470132,31677.750299712403,30996.91624944858,30361.518020482887,29658.271964708216,29108.557825773223,28637.40169637377,28177.23355580283,27785.20161942844,27574.708703447675,27446.322325482583,27406.30358320858,27239.005255530057,27074.542179989232,26926.814738959743,26761.67913430247,26567.912186111327,26398.61523759756,26223.226132761883,26047.519740442694,25845.12899902636
South Africa,ZAF,22014.24403913775,21943.626001495675,22244.660319277333,21977.414178634204,22534.822450205134,22646.138445456338,23952.67645860699,25549.404069378295,26133.28022527907,26446.795811536267,27459.8756367614,26767.785491062685,26623.055652273324,26429.819512116508,25999.01059035229,25562.368641028566,25227.9834565553,24523.716891565444,23885.84131736901,23237.776139644488,22444.11402843007,21644.3424374531,21048.748364252857,20540.83692883012,20261.42209599294,20189.25136493752,20046.103616438897,19374.23169809548
South Asia,NA,26553.54640183891,26503.77483667805,26482.75874775544,26132.55717282891,25848.86753268914,25614.91559178164,25539.932573711456,25891.662739903393,25732.26741415405,25263.206713337226,25052.958550829542,24825.463388170425,24481.538387325032,24076.368682163753,23495.67591461756,23394.5665683116,23371.325070761104,23373.839526502845,23402.343660217502,23357.97479552307,23395.58179174892,23352.912331141182,23203.054135319977,23100.02769735468,23068.36589510262,23040.36933244829,23063.208159913516,22900.17916778625
South Korea,KOR,22895.42983060711,22443.02052970502,21671.675647116823,21156.588695861232,20880.47182699816,20287.775528615977,19761.466835481988,19317.30100908128,18950.43136513634,18672.082293393494,18349.958210055986,17850.05283240575,17449.982135294566,17069.460316110115,16626.270259172925,16151.330687759271,15715.352429182984,15387.548639563747,15085.22217003844,14829.113603718331,14643.564563673708,14438.146738994126,14223.487370216406,13945.938545761328,13690.69075811175,13517.535438619225,13379.35936728418,13333.706648974345
South Sudan,SSD,25921.093418803935,25982.983677990513,26394.187058803054,26745.831984273627,26938.36901964636,27119.695308419352,27047.502373960197,26424.69034284896,26217.484834393024,25700.156775216405,25266.83300541971,24536.9738904514,24122.70198847956,24074.317515360988,24081.926962864974,24008.571291375945,24157.89390082551,24153.57294891557,24055.59055425167,23939.633578664056,23819.0781279068,23670.701256529675,23620.955906543244,23655.652217724673,23608.68971329737,23711.97641406523,23664.11477258107,23529.55271553923
Southeast Asia,NA,24740.388609089223,24586.260585637992,24526.4199542742,24418.016594988752,24348.048554762845,24306.68047229019,24246.160608464892,24080.03470536176,23928.041268678066,23901.56151306727,23829.773163479247,23651.852083150097,23552.38437844698,23416.641086666295,23290.0447347545,23129.045104371744,22945.423683774658,22732.9319427213,22596.549976288443,22414.857985826035,22204.450627962484,22007.730595602807,21844.138756991404,21680.381065873415,21580.834119431573,21509.61221247475,21373.550349599896,21196.211961612327
"Southeast Asia, East Asia, and Oceania",NA,24463.986493272212,24388.253709330907,24236.504087184272,24007.4617021043,23746.711958655625,23545.74216049836,23329.56799244532,23017.005269782912,22750.577915858343,22476.972082788147,22239.669566804572,21903.162847587413,21669.55665999264,21413.241341759654,21151.86041846387,20724.336940024084,20173.398566009884,19825.277789536187,19689.78190631959,19603.555588961844,19514.46243545579,19402.32539457124,19264.354954911887,19031.470631293247,19019.636298257057,19066.410791511964,18899.825262530845,18561.08908719881
Southern Latin America,NA,22369.221972315347,21930.442634826784,21818.69865783838,21598.9325550909,21313.07976267353,21193.666679021164,21110.432820060352,20863.173122783057,20780.340008393243,20671.680025451777,20173.984153052872,20100.475091074262,20046.702352219003,19972.641738173625,19555.35253341191,19227.195480458387,19070.923151316583,19206.1428940552,18835.39750853027,18780.1352332654,18595.076472808458,18471.702363126697,18353.46477837288,18254.330495289098,18031.525029244483,17914.474765575556,17918.62091083378,17886.644384316598
Southern Sub-Saharan Africa,NA,22075.058608011193,21940.74857055413,22154.96460078512,21957.068045485583,22424.007210371354,22607.5115314402,23647.829346157712,24984.95846964052,25665.682433582744,26167.138857514703,27221.13341417484,26827.42686542047,26897.753671703,26820.68873571967,26549.63381723156,26203.10854996808,25898.82024598902,25305.31523097856,24806.26188855641,24256.216268803106,23547.66952144589,22788.99420265432,22198.648324809204,21704.41492654797,21397.28243143149,21263.38695872102,21073.88065473143,20452.00501066668
Spain,ESP,18801.91919653532,18688.01163528682,18363.006314889237,18105.06972515828,17870.492194690112,17753.571282247096,17626.234495390134,17312.052942225535,17196.4964384356,17168.436261166316,16788.592912104847,16567.969374180873,16424.1166255175,16378.577309985298,16057.648725217094,15902.45952876585,15639.52913445304,15556.149849561074,15394.523501168876,15139.375174625857,14949.54557432658,14865.797481012722,14730.461781431652,14545.888754868847,14485.991648282412,14531.026836896308,14373.46747379408,14312.185965986717
Sri Lanka,LKA,22056.475907318072,21058.80799653162,20962.84393474109,20589.025771948076,21005.19900223124,21596.91719071823,21930.582136594563,22499.231082335376,21598.631210893083,21563.816674209927,21550.673850994343,20677.19975530359,20067.087176168723,19954.13151912212,19649.00277738865,19803.541845960528,19265.36164885624,19087.071266230814,19044.963272250596,18578.88699863208,18301.634340339184,18301.799735637695,18109.65425326285,17817.300641631366,17755.786850223223,17466.125316601625,17236.75206076795,17017.2551574705
Sub-Saharan Africa,NA,25614.38742967514,25564.704231154305,25608.78480174493,25588.59572274094,25616.47440039238,25587.654394552555,25653.448335301026,25687.84522758254,25634.10547693034,25462.79533230827,25396.27768575848,25052.52275512672,24800.54363687251,24580.174419157087,24327.368550094976,24034.289180862277,23843.714785964883,23583.265433408174,23334.30682392553,23132.219767215975,22931.665285582316,22721.3246499234,22552.356848317264,22366.81568501395,22219.636002341435,22110.54666573643,21990.592432523947,21757.68486305703
Sudan,SDN,32267.62035175107,31922.776572182087,31613.893982226644,31310.721804366654,31048.83474416724,30767.090757997055,30466.867409621012,30082.399561110324,29751.579120268336,29461.178232540868,29194.14400425361,28961.522585060484,28710.738650990457,28428.369111352557,28189.092529484027,28208.482231613245,27991.872155778652,27733.14152030504,27490.80545588826,27264.622481100458,27007.407599180588,26734.009974375665,26553.17967958614,26267.4828163934,26051.32639584646,25779.35102144023,25531.74282677259,25314.1046558852
Suriname,SUR,23898.65508608896,23904.70176740521,23805.86156500366,24119.443337908328,23729.5674830854,22998.673436295376,22962.41603078437,23018.6491253671,23206.828659022933,23474.423765349668,23566.68127451099,23649.705081613218,23786.295810228665,23781.82364682224,23734.95348858876,23523.14706043288,23278.278404714,22933.161970048503,22634.217238097743,22280.350741539405,22231.450120440462,22013.37271289788,21806.27141297846,21828.63281100954,21919.61525418384,22129.8434906309,22138.25242908038,22072.966614736804
Sweden,SWE,18756.37609455858,18728.295093155655,18359.0321986825,18163.93309974006,17737.153768895932,17667.749226601656,17510.05375558915,17347.685329509895,17261.502947409608,17195.016840804863,17037.246591877243,16962.865658844854,16783.12943420943,16641.877384965086,16689.98502595545,16366.693871778143,16266.654301244573,16183.84682152598,16092.318384617583,16010.220690972072,15757.381810677112,15669.651478424305,15553.288563948388,15475.66160872698,15348.461270678648,15258.28500592703,15139.633476456704,15068.712864242514
Switzerland,CHE,18309.752363592575,18287.86079863399,18075.71042340463,17807.998418310417,17724.15121597859,17628.959493161125,17229.80256317615,17189.283710207255,17002.768295064405,16734.83263745836,16694.939054236605,16425.153348094023,16261.039573722224,16120.407456043433,15840.900644284306,15657.238132004815,15536.953283753774,15376.40625992547,15208.516449235683,15195.63076388042,15030.605566111482,14853.054807539496,14802.90063590691,14736.536587172835,14554.740466008392,14453.261628643571,14264.047616645,14186.425753907171
Syria,SYR,28230.720016002335,28307.777760153916,28462.606055501183,28019.485803997373,27840.31422403464,27570.92174347325,27352.53118380974,27155.261683217497,26833.508722251565,26276.592352385534,25481.1961857177,24596.036082382543,24062.73711100749,23082.65815469787,22703.44406304536,22308.396464492307,21882.666314844348,21717.781078983233,21875.07240733354,21632.72628826165,21473.36309256061,21386.932875277464,21371.76962500071,21394.86301288681,21391.952505255173,21357.802987149935,21278.995063064667,21151.78344301005
Taiwan,TWN,19317.67550873712,19046.73776307925,18877.73457814713,18805.33905136407,18805.97507916104,18876.972935858328,18851.15264028228,18385.877650803646,18273.624903540524,17978.08448831387,17915.807384048836,17728.793633037974,17402.235567494386,17297.065719952723,17313.373337958885,17316.541871203546,16983.553997665524,16793.432377071185,16633.91400563525,16350.98849301615,16221.626721602914,16440.34198084838,16234.092777858828,15977.324476066684,16030.446005592808,15804.828647532977,15876.15801239986,15896.166250576516
Tajikistan,TJK,22831.63300783764,23307.00828906451,24027.807896026086,24264.074943572385,25347.167596552245,25300.326016665393,25009.27066422232,24288.938108223912,23688.53465230213,23263.009918705466,23086.8012815422,22971.9801145333,22871.39137715454,22793.50193429308,22778.130914038124,23108.937557005615,23143.714448044437,23189.758391049523,23143.661303821707,23105.341352674717,23061.55951692279,23062.371298317736,22923.488854828734,22805.124249112658,22868.829127260844,23021.586030632123,23154.734241182196,23050.71119573055
Tanzania,TZA,24426.060198962437,24334.099357585554,24396.298383031488,24468.841183335924,24484.29644595492,24369.079024882012,24234.382953580232,24062.008825834393,23866.231611488824,23482.70330938379,22997.66268734861,22540.331983187643,22176.80571249601,22025.75555373491,21818.92994083136,21595.253169884836,21547.363050008815,21540.07195820753,21439.06173279096,21379.816679879583,21239.43023449541,21188.33636072614,21249.34293785285,21256.714208400484,21135.848510126172,21178.93455111838,21075.271901869815,20973.056622983604
Thailand,THA,21746.96431124679,21754.521539090885,21726.09174367061,21822.79706627618,21841.95390578776,21889.429326923502,22007.94733651,21129.915168713404,20756.524757497267,20853.249775029,20411.32616031797,19676.272207511185,19442.54799319611,18934.80384965826,18576.534370194655,18207.228043718795,17874.38955906238,17550.56076449141,17223.62876014137,16839.250575392958,16701.942304747896,16502.594792685493,16290.84800173815,16028.36907631425,15995.473478812644,15976.492688753144,16161.072421206823,16135.48111164455
Timor,TLS,27129.57225013058,26829.221643403624,26566.14763754852,26303.679635776843,26044.20296523441,25783.354882573385,25471.87884173097,25061.96918324038,24800.86071687767,24621.0939518726,24415.80520531287,24061.614189891578,23823.930528728877,23776.47331617625,23718.561619187272,23505.8862568436,23116.10386681332,22884.573542095055,22644.4707018182,22453.662624141172,22325.85783017597,22247.195012447533,22243.12081000254,22286.49695286922,22416.264521346555,22466.410714132944,22495.6594602521,22486.89406725686
Togo,TGO,25319.118808139523,25273.613302521942,25203.84741145245,25224.961497181514,25238.58210823144,25132.876560710894,25064.419405104032,25072.27291986408,25095.877714043043,24848.88516104246,24744.89004990642,24655.79819114051,24593.326750060773,24513.420312597267,24158.030716472967,23974.220453361,23779.146670883227,23618.50838918665,23602.04071879044,23496.847444399544,23409.906842987668,23294.93732844408,23150.58861466102,22904.16942834348,22686.83219598271,22448.199800787595,22243.685723609866,22049.442690157342
Tonga,TON,24894.23097892005,24851.42121342653,24758.73111813465,24738.78864397124,24711.76736100869,24728.96856127636,24736.49521677563,24727.450523809675,24677.81056285312,24925.495048679975,25002.27388825687,25064.098594614243,25116.56854475852,25182.981914376167,25194.420741491336,25181.34725146231,25189.36587760164,25215.89746106939,25133.00242613004,25115.20482879384,25185.578040379587,25115.41793674182,25062.661024568715,25021.179142082063,24969.204721308663,24894.338689917087,24795.73174782876,24685.056983355673
Trinidad and Tobago,TTO,26151.41035533844,25957.70386422612,26028.879667963865,26530.994248072344,26808.34988033956,26118.38777215606,26164.780400180483,25454.171997913854,25784.143822898943,25636.90010850584,24782.25376932906,24453.90583113825,23826.34567408819,23927.277669301508,23605.31195707552,23103.536167987117,22421.506701633058,22230.79723887171,22494.5786366504,21904.01745989071,21381.725587754365,20850.56377056784,20716.47739564717,20876.483641057024,20878.35724392029,20866.985193983404,21015.45147160519,21035.341911279746
Tropical Latin America,NA,24822.39408080442,24345.184900853394,24181.730509160127,24189.981482245672,23923.62918698708,23620.9666671182,23379.748356556564,23123.397960125913,23014.681230266848,22898.53682253719,22628.53076984435,22356.01236841478,22102.231190155773,21944.982474565142,21718.105319953647,21328.06675051859,21089.784936300926,20845.333520809585,20609.53961511973,20420.19546189046,20244.068509865367,20069.722527972925,19826.02164985491,19620.97405657646,19382.314320883488,19234.705506724233,19248.138891639013,19268.77574881146
Tunisia,TUN,23403.238810202703,23337.216820471036,23279.970268251247,23113.087519085777,22879.34930135936,22697.17371423352,22322.437304151023,22307.143817449825,22099.469708213557,21823.357417789295,21485.510197923908,21205.051551151093,20941.698750517073,20571.6901647578,20320.921236223512,20143.44721505988,19952.577410508584,19788.462784570533,19637.882987013756,19495.172584424326,19386.64149611981,19273.2509586415,19092.439391644424,18959.51020391217,18836.191603446856,18713.474382139237,18587.182762893593,18454.579583739247
Turkey,TUR,26542.451397228855,26439.660437772993,26166.92246730584,25891.081559459235,25694.91074466438,25376.93731601134,24845.283414267753,24432.352363527065,23923.41311308687,23421.966263795803,22646.06097517999,22117.99420739635,21628.314836878533,21423.863683485582,21081.48501234692,20899.32369247861,20648.27911622097,20322.46153801272,20072.593993651997,20204.957325640586,20103.15118794665,19785.861570781053,19556.893307526974,19432.33469410102,19306.980126113383,19007.205296909306,18707.81524450697,18401.091599570904
Turkmenistan,TKM,27002.696711977555,27340.712293561155,27808.42816629744,29376.49360679227,29963.85812992756,30039.463201923023,30466.95945519801,30316.781782710696,29732.94156951274,29051.38391141239,28345.57209988123,28189.752859277083,28730.852468354333,29425.269472219847,30395.985085875844,31293.814081572014,31230.234086834367,30629.56551207216,29449.79053724064,27702.68569330866,26692.228542910336,26452.035101335547,26497.187131221683,26727.74965392855,26846.84882785559,26671.64598945696,26408.489961567855,26206.335540714008
Uganda,UGA,24003.21940254783,24524.133786011032,24748.343087114143,25160.023590941204,25536.693157288824,25814.16910003178,26012.574812827745,25982.73543016685,26032.81075230021,25834.037418619548,25730.076733208083,25773.384418310707,25523.678317318183,25113.751200566287,24770.087201094448,24272.911443795125,23854.967765545978,23400.81601340961,22897.61474441628,22555.9576024652,22269.4159387755,22066.79591681267,21954.53664091175,21928.361451004337,21735.027258524075,21330.664182265613,21009.05119047213,20818.52993393481
Ukraine,UKR,26182.748861419415,27016.748233309372,27864.910865489383,28689.62381249284,29656.159767741876,31253.78130069482,30730.216742236425,29514.49791346903,28116.645168868356,28598.37147807153,29066.290375803983,28695.92479304638,28953.8112659033,28919.474350946868,29401.69680149867,29685.68837621353,28815.566642519945,29389.425029244936,29254.387304676093,26970.64166234866,26033.16740472627,25240.869742092334,25168.416032322137,25079.10089755939,24467.795395519453,28265.173368846084,27776.67898959733,26526.836378670476
United Arab Emirates,ARE,25665.99825939078,25446.572506827193,25260.447459359897,25095.452370169023,24962.441443771488,24858.148987871096,24678.523697062457,24559.72274410565,24940.577957296093,25386.405715391345,25607.43360664507,25671.757808252543,25267.80765579676,25414.913618098,25360.470082651427,24807.69902187272,24802.800234840008,24731.54818308522,24514.231554271824,24646.44187070442,24764.367934467,24789.539692039387,24746.59549746612,24658.38767140412,24546.16096285103,24421.73042747339,24298.11713552404,24158.884886937532
United Kingdom,GBR,21262.733473561835,20967.28119740823,20632.193765287226,20591.015025198696,20170.59114189145,20121.270724620117,19903.65962917183,19613.794374383393,19470.604955864474,19312.099662861805,19025.978572605076,18870.16998754184,18820.991215512455,18729.963591465308,18341.793390631385,18141.043605808565,18087.968900557065,17877.134523474542,17781.197837955766,17513.756464550977,17331.409898321792,17076.142966176478,16906.743934662405,16910.516463211443,16802.43591980182,16867.031685076363,16919.514032964464,16908.180243696344
United States,USA,21198.73057476328,21003.00960585812,20750.11062289398,20829.43868441756,20702.685389551752,20625.24132561343,20474.70975305607,20395.24010360566,20358.539386362325,20426.827917853298,20385.62994650048,20342.932042387863,20316.790143279763,20208.53685350919,19927.10963279271,19927.014075015886,19788.528345006143,19613.673743083586,19519.946391283327,19411.774574352457,19213.98924169235,19242.10128876235,19201.66148454283,19219.61551184432,19285.05648006453,19413.870266890503,19661.93001620361,19742.578805787252
United States Virgin Islands,VIR,22099.04971034752,21818.203031336867,21669.185420532936,21603.984564484155,21664.926802267524,21563.5678121141,21531.94657047415,21343.26422317348,21238.92060839671,21301.552655191852,21303.138555388752,21257.35570979802,21040.188539363753,20902.931907928203,20843.185691894545,20741.92684584907,20766.37240477432,20776.559402832452,20785.97288899377,20843.84680189252,20952.200922212556,20949.16702841923,21069.347231214517,21146.873128282707,21193.74336011303,21340.16988784294,21191.74298072296,21128.35357590861
Uruguay,URY,22005.253117524808,21467.0559481135,21499.85055666415,21790.931402907903,21537.05118018608,21390.55045358293,21058.489910734967,20780.75308367137,20869.79210697859,20664.839296956292,20337.511098838815,19998.537456120222,20020.605472829528,20028.759973552467,19818.82632602987,19490.236884227357,19039.33200996228,19356.882554822892,18855.489914737453,18556.005974796222,18558.441879935504,18594.91101677056,18513.143224933083,18305.4326249633,18017.775545055723,18034.510972857897,18056.544982362346,18058.228975543287
Uzbekistan,UZB,23385.65892147816,23786.416138694312,24335.01982600508,25240.859987801872,25995.739053290985,26120.156699227664,26283.37566977084,26480.4216027282,27003.94512403102,27135.70142791406,27448.44824983536,27839.766519229648,28391.478268091807,28970.514189931135,29707.48142535328,30118.708582037423,29415.57194665689,29059.45049791369,28842.111014993316,28379.83274333102,28050.268569308435,27813.164733083267,27760.994758270317,27638.52852970412,27421.37853802563,27182.533780910355,26887.86012512486,26607.120809327305
Vanuatu,VUT,36270.41067219848,36157.1474190803,36059.08142610748,35964.646019299515,35813.37426310519,35708.28023102392,35593.66131606156,35530.74382571244,35450.16311106071,35494.556196012534,35430.58836721284,35433.09435826932,35462.49512570737,35413.7088382252,35329.7976943841,35353.44741845758,35257.34480294623,35281.105359673085,35166.82650445718,35064.612659279424,34913.43338282012,34797.266025697754,34678.5576156417,34574.06412357922,34520.44179298217,34488.351931110374,34482.07417735228,34389.15453648217
Venezuela,VEN,20414.266327805315,20150.408679032516,20136.20718759603,20073.2055456501,20334.13900784456,20168.837901010633,19686.097141917035,19136.871695031732,19106.72461482514,18812.315627856937,18613.60194919201,18552.450062916985,18504.44545444504,18730.08357659739,17898.313772350146,17556.98306123076,17547.17462772358,17621.716696507752,17825.51050398434,17771.759187586376,17494.001600943167,17446.64271325957,17524.03169755477,17513.28647106208,17650.45006748591,17657.679353089778,17500.903946115894,17556.191663896443
Vietnam,VNM,22941.209553565284,22808.263165225195,22666.6370305629,22522.318110662145,22363.530055462063,22186.598359581632,22009.44364102601,21835.120486117663,21711.107563594527,21611.213104159917,21517.859246335025,21409.71478067382,21256.98759265521,21148.691875899643,21041.01151651313,20885.64347450464,20731.895649344024,20558.38817927976,20411.54966626985,20288.2379222455,20151.900978833397,20031.206940003653,19913.46051565014,19823.212440134135,19755.223706300814,19690.73629928487,19622.604614146236,19540.94044000885
Wales,NA,21165.591405069263,20886.34245762959,20681.840138826898,20710.980323957036,20417.74760357013,20382.86156312029,20109.59023176288,19861.04121852433,19677.00861266785,19596.00687179118,19279.508563516876,19085.38546115487,19009.84143852551,18925.296703680124,18581.24656892191,18356.23184609784,18282.95194379564,18155.380236949637,17976.46619512251,17691.698862388428,17451.29318187024,17230.15807408397,17116.372393640035,17057.824485919915,16822.517793560022,16954.354585343022,17035.055193996523,17053.329894209117
Western Europe,NA,20055.874924577896,19889.576767769013,19589.039215487748,19411.96055561091,19120.6359574876,18949.733922571875,18744.21217204269,18480.62033164608,18314.57142481277,18141.072952753664,17900.36579529951,17700.981200688268,17568.14772263917,17461.06909852823,17100.570227967295,16910.666753677324,16722.317124194182,16589.918512591077,16479.4573510226,16354.907352352757,16180.293209367395,16049.95749570304,15911.019665988544,15815.2668414752,15648.519301055125,15675.256306088426,15610.047514113743,15556.78222584264
Western Sub-Saharan Africa,NA,24243.529211106103,24110.38250201246,24051.16616406273,23964.26470108919,23925.360755217236,23874.045281981544,23826.58639633561,23780.51935574363,23703.062878779503,23649.836359612786,23611.055211294024,23419.173267831393,23239.86241806266,23021.623673864568,22813.63538767855,22600.62480143364,22486.072982069338,22314.718271069178,22091.776968986986,21981.111968671303,21903.38629278675,21816.40931098438,21775.957784120757,21698.52585694852,21658.884888380875,21606.7531182992,21585.75872674545,21402.432354362132
World,OWID_WRL,24017.37369741712,23929.992190286288,23882.465134675283,23892.952120314323,23794.460374601007,23611.15896726958,23358.57513607032,23147.993193607846,22917.48552187763,22740.236415119012,22550.405285187153,22306.18341410321,22124.23727660492,21924.9042478084,21614.9480249255,21424.9950596061,21084.23453881825,20852.236745125803,20735.144743916448,20582.734320683307,20468.146907767314,20315.530804921014,20164.421452501123,20000.671507694857,19935.39058025148,19947.92105285809,19865.90066010338,19676.50172323783
Yemen,YEM,31790.917956541365,31637.853030133894,31552.39751501822,31505.50733449729,31425.462090403857,31310.45133569829,31115.49502735508,30877.880172178273,30540.412663118597,30230.429118664597,29914.969218477592,29588.15938549649,29329.431322910033,28988.555646838828,28664.174075455656,28293.444041352766,27932.91501583726,27671.289811373,27389.775271330065,27109.194443499724,26792.25820701121,26588.654263645672,26375.3918841691,26249.01018770774,26128.332831548018,26151.86913229544,26174.857047480553,26173.17685719825
Zambia,ZMB,29625.970284392068,30185.119270534466,30686.054902762055,31088.267021067317,31462.087507652817,31711.279379846597,31637.25391036298,31265.99261451676,30764.065817064955,29926.662663272764,29069.38584202592,28073.456033743,27160.80835102124,26474.435935241923,25835.45940986748,25272.327176661285,24920.734404595212,24458.283319457725,24307.008828137103,23941.591531327584,23841.583275461147,23642.867253918233,23329.2688955683,23059.38713979449,22811.319070127793,22675.304020120057,22555.415789342216,22405.542956566012
Zimbabwe,ZWE,20977.39188736012,20530.7767228498,20491.154046493273,20550.83204434191,20797.677046661054,21354.52689848675,21565.82830858931,22258.873645376683,23567.164036242728,25065.46111941341,26616.87569995747,27459.789800198585,28535.02714944426,28933.304822108297,29459.474864791468,29522.6072223135,29452.2489711204,29344.280469432153,29380.888388856867,29245.06348029691,28731.20749539276,27872.143598247578,27072.050502352395,26420.41415519284,25897.73322012326,25468.37238243973,25129.575279613426,24788.441696114216
